1,0.7087378640776699,0.01098901098901099,0.6619718309859155
1,0.8844444444444445,0.0,0.597457627118644
1,0.5845410628019324,0.0,0.29493087557603687
1,0.7653061224489796,0.22592592592592592,0.6217105263157895
1,0.813953488372093,0.5161290322580645,0.7888888888888889
1,1.0,0.592436974789916,1.0
1,0.78,0.3522727272727273,0.6699029126213593
0,0.53,0.0,0.26046511627906976
1,0.485,0.0,0.24271844660194175
1,0.8117647058823529,0.0,0.45977011494252873
0,0.3838383838383838,0.0,0.178743961352657
1,0.9506726457399103,0.45226130653266333,0.8395061728395061
0,0.5103092783505154,0.0,0.22110552763819097
1,0.7157360406091371,0.0,0.3431372549019608
1,0.6197916666666666,0.0,0.3415841584158416
0,0.6526946107784432,0.0,0.3551912568306011
1,0.9628099173553719,0.18807339449541285,0.9098039215686274
0,0.4152542372881356,0.0,0.1774193548387097
0,0.4411764705882353,0.0,0.3055555555555556
0,0.550561797752809,0.0,0.2833333333333333
0,0.41935483870967744,0.0,0.2616822429906542
1,0.6171875,0.0,0.5037593984962406
1,0.7122641509433962,0.0,0.536697247706422
1,0.8615384615384616,0.0,0.5047169811320755
0,0.5154639175257731,0.0,0.23684210526315788
1,0.5298013245033113,0.19424460431654678,0.45
0,0.4626865671641791,0.0,0.18932038834951456
1,0.9513888888888888,0.016666666666666666,0.8940397350993378
1,0.9764705882352941,0.13013698630136986,0.8232044198895028
1,0.9916666666666667,0.3854166666666667,0.9923076923076923
1,0.6190476190476191,0.0,0.42783505154639173
0,0.5663716814159292,0.0,0.25833333333333336
0,0.3320610687022901,0.0,0.15302491103202848
0,0.6184971098265896,0.0,0.26666666666666666
1,0.9727626459143969,0.38626609442060084,0.9270833333333334
0,0.39814814814814814,0.0,0.1917808219178082
0,0.5903083700440529,0.0,0.30165289256198347
1,0.8782608695652174,0.07281553398058252,0.82
0,0.44086021505376344,0.0,0.22395833333333334
0,0.4380165289256198,0.0,0.2230769230769231
1,0.8633879781420765,0.0,0.7911111111111111
0,0.5842105263157895,0.0,0.29441624365482233
0,0.4439461883408072,0.0,0.23376623376623376
1,0.9217391304347826,0.07281553398058252,0.9294117647058824
1,0.5138888888888888,0.0,0.25203252032520324
1,1.0,0.6533864541832669,0.8546712802768166
0,0.4928909952606635,0.0,0.2350230414746544
0,0.319672131147541,0.0,0.16535433070866143
1,0.9794520547945206,0.13934426229508196,0.9
0,0.40703517587939697,0.0,0.1722488038277512
1,0.7281553398058253,0.0,0.3476190476190476
0,0.5321888412017167,0.0,0.24583333333333332
1,0.9926739926739927,0.891566265060241,0.9930555555555556
1,0.6299212598425197,0.13043478260869565,0.39436619718309857
0,0.42038216560509556,0.0,0.21875
0,0.5328947368421053,0.0,0.21818181818181817
1,0.7692307692307693,0.2872727272727273,0.6064516129032258
